,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
2927,SeymourTele,"Seymour Telegraph has served the residents of Seymour, Nagambie, Avenel and surrounds since the 1890s. It has been owned by the McPherson family since 1964.","Seymour, Victoria",30,71,476,0,"On Sunday, Seymour Golf Club held its inaugural Passed Members Memorial Ambrose day which honoured, in particular, life member Rob Oldman, who passed away earlier this year.

https://t.co/V2Y5nSyfiQ",[]
2928,BenallaEnsign,"The Ensign is a community newspaper servicing Benalla Rural City in North East Victoria.
Email editor@benallaensign.com.au
Follow us @SimonRup1 & @megsaultry","Benalla, Victoria, Australia",109,861,2112,0,"It was Benalla versus Benalla, brother versus brother in round seven of Benalla District Tennis Association action.

https://t.co/Qz7NX9Vmrk",[]
2929,SideAtv,"All Terrain and Utility Task Vehicles, Parts and Accessories. Selected Items. Deals. Product Information. Daily Updated. https://t.co/kU4iKi8qhp (eBay Links)",,12,6,2076,0,Sport Slip-On Exhaust MBRP AT-6107SP For 00-06 TRX350 Rancher https://t.co/CuiCWoqxv4 https://t.co/x4C3OA7f6k,[]
2930,clusternz,We are a group of schools in Auckland NZ. We have a lot of keen bloggers in our cluster aged from 5 to 18 years.Our cluster blog feeds come through this address,"Auckland, NZ",5,873,355963,0,SLJ: Te Reo Maori https://t.co/dI25XuHFbV Ki Ora everyone! I recently made a video with my sibling that showed some very good and important sentences in Te Reo Maori. There is also a question in there asking which sport is he playing. Me a...,[]
2931,jemfinanderson,"Go the Mighty Blues.
I’m fricken scared.",Melbourne ,4478,2390,120446,43,ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness https://t.co/oJo0n7wU5h,[]
2932,IliNJesus,,,46,58,32360,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2933,TheBAsnyder,into fixing broken systems | in love with journalism & comms | Latinx twitter | conscious capitalism | @vgmarketingpr founder | https://t.co/RObhm3IbkK co-founder,,5001,3422,34685,9,".@kavithadavidson is Host/Editorial Director of The Lead produced by @theathletic. In her vision for sport 2021, she'd like to see support around women’s sports grow equal to men’s. 

Our new issue, Predictions &amp; Provocations for Sport: 2021 is out now.
https://t.co/UyHnvtHnA7",[]
2934,NBCPalmSprings,Welcome to NBC Palm Springs. News for Palm Springs and the Coachella Valley. Tag us with @nbcpalmsprings or #nbcpalmsprings. News Tips: news@nbcpalmsprings.com,"Palm Springs, CA",1824,14345,12611,0,"A complete breakdown of CIF-SS updated statement &amp; what this means for your sport.

@_brandyflores | @CIFSS https://t.co/MUn9wGvDKo",[]
2935,Inland_Sports,2x Finalist for Top TV/Radio show in the Inland Empire. Watch LIVE: https://t.co/jmRgCLehJp,"Riverside, CA",2004,3841,12025,2,Inland Sport Show 12/16/2020 https://t.co/4xWTtNL927,[]
2936,MitchellMMA,"UFC 40 brought me to it.  
PRIDE made me fall in love with it. 
Just out here navigating this absurd and wonderful sport.",Boston via the Bitterroot,1029,236,19504,25,"In what can only be described as a Herculean effort, our own @mmawizzard scouted the sport's best prospects with five fights or fewer — over 100 athletes!

Ordered alphabetically by first name, here is Part 1. Parts 2 and 3 to be released concurrently: https://t.co/yV2mzl6DuY",[]
2937,mat945,"Stay Strong, Fight On",Western Australia,2480,382,895,43,ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness https://t.co/oJo0n7wU5h,[]
2938,__RyanFortune__,Staff Member/Contributor @CagesidePress @MMAProspectscom | #CCFC,"Wales, United Kingdom",2365,877,15396,25,"In what can only be described as a Herculean effort, our own @mmawizzard scouted the sport's best prospects with five fights or fewer — over 100 athletes!

Ordered alphabetically by first name, here is Part 1. Parts 2 and 3 to be released concurrently: https://t.co/yV2mzl6DuY",[]
2939,WhatDigital,What Digital is the data source for the What Digital iOS App. Check out our apps at http://t.co/n9oTrvJfmr,,43,185,148496,0,Add a Solo Loop band to your Apple Watch in various sizes and colors for $12 - 9to5Toys... (https://t.co/U2SKDq8dAI),[]
2940,PauloRa65174604,"Gummy candy enthusiast, fortunate to be a Hospitalist at wonderful institution",,125,7,81,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2941,acheson1996,モータースポーツいろいろ,,329,309,9036,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2942,alaa_express,"https://t.co/XpyOqqV6tt
A web store featuring odd gadgets, unique gifts, amazing product design & new technologies.",united,1922,457,49469,0,XIAOMI Mi Mijia QUARTZ Smart Watch Life Waterproof with Double Dials Alarm Sport Sensor Pedometer Time Leather Band Mi Home APP https://t.co/t0l8IIcyBh,[]
2943,allfortennessee,Come here for all sports analysis on the University of Tennessee as part of @Fansided network. #GoVols #GBO #VolNation,"Knoxville, Tn",980,10412,29675,0,Tara VanDerveer breaking Pat Summitt's wins record is a reminder that the Tennessee Lady Vols legend's legacy is building up a sport in which her records could be broken in the first place. https://t.co/AdQzLBPL5P,[]
2944,toyota_KOB,可夢偉を追い掛けてル・マンと上海に行きました。身長体重が可夢偉と同じです。 小林可夢偉、小林帆久斗、船田力、ミック・シューマッハ　 #小林可夢偉ガチ勢　#SCH47,,279,65,4248,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2945,Scotty_DoesIt,my DMs are closed. no you can’t get a chance. no I’m not changing my mind. | 75’ made .. #dtmd #tlj #jaj #driley,"Honolulu, HI",4697,5965,320734,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2946,Nathan010Palmer,,,226,52,1834,43,ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness https://t.co/oJo0n7wU5h,[]
2947,smo46_lm,"関東一の高校から日本の大学に昇格したモータースポーツ&相撲&櫻坂(旧欅坂)・日向坂(旧けやき坂)46ファン

今を生きられる幸せを噛みしめて

生きる覚悟が欲しい",苦しみという現実を、喜びという未来に変えよ,359,265,35482,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2948,Joshua75266978,@MidcoSN @AHeinertMidcoSN @AnderaMidcoSN @NiemanMidcoSN @DBrownMidcoSN @BShawnMidcoSN @EnkersMidcoSN @ElsenMidcoSN @NorstedtMidcoSN @elansonMidcoSN,"Sioux Falls, SD",2485,207,94103,4,On This Day in UCM History presented by Warrensburg Collision: @JenniesGolf officially became the 17th intercollegiate sport sponsored by UCM announced 9 years ago #teamUCM https://t.co/zt1iEyR75N,[]
2949,Swankdank,,,782,46,5458,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2950,JaredBluesKelly,"sports, theme parks, and beer","Florida, USA",572,57,1124,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2951,aapl4ever,"All things Apple Inc. Follow me for all the latest in Apple news, rumors, tips, tricks, and all things Apple.","Cupertino, CA",198,300,50677,1,Add a Solo Loop band to your Apple Watch in various sizes and colors for $12 https://t.co/XfUO5VnPHJ,[]
2952,Laviolette_GT2R,"モタスポ/モデルカー/ゲゲゲの鬼太郎(ねこ姉さん&まなちゃん) (96/157)
🚗はZ33 Version ST",ゲゲゲの森,273,247,40706,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2953,lucysunman,"Lawyer & policy wonk. PhD candidate in international security @sydney_uni @sydneyciss - terrorism, social media & crisis comms.",Sydney,5001,2575,28135,0,ABC Sport broadcaster Karen Tighe on suffering significant memory loss after contracting viral encephalitis https://t.co/sOq5hXmR23,[]
2954,9to5toys,"We've got gadgets, gear and the best deals on the web",,15,72776,133420,1,Add a Solo Loop band to your Apple Watch in various sizes and colors for $12 https://t.co/XfUO5VnPHJ,[]
2955,WandaNo51,I'm in time out.,,1016,196,25135,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2956,Rach_Clifford,News & Sport | WA | Views are my own. Email: rachael_clifford@icloud.com | | ABC Sport @abcperth and @mondaywafl,"Perth, Western Australia",448,143,591,43,ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness https://t.co/oJo0n7wU5h,[]
2957,avfccalifornia,AVFC supporters club (SF Bay Area) Acct adm. Rick Leong (@kezarpub 770 Stanyan SF)🍺 https://t.co/aZGYC8UZ0F #VillansByTheBay @sjearthquakes STH @oaklandrootssc STH,"San Francisco, CA U.S.A",828,3477,7293,5,"Tom Heaton in contention to be in #avfc squad v Burnley tomorrow after nearly a year out with a knee injury. Eager to challenge Emi Martinez for the No.1 jersey. Villa, who have four senior keepers, will review their goalkeeping situation in January. https://t.co/rNyvYfhHDN",['avfc']
2958,hedge23,,Tarheel,1996,385,4512,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2959,TGR_Newton_0111,98Line ♂2019 GTS国体一般 秋田決定戦4位 鈍足のDR B 純情の赤牛党 Love→Cars(TOYOTA・SUPER GT) アイドル(坂道シリーズ) Like→gadget Apple Sony Game Redbull Hi-Res Audio EarPhones PSID JET_Stream46,Gives You Wings,2177,2344,334524,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2960,WTBdotcom,"Welcome to The Buzz! We've got everything from sports, entertainment, music, movies, podcasts, and more. https://t.co/Tx1xEKSWVP",,1219,360,325,5,-@si_ncaabb @NCAA @marchmadness @espn #sport #basketball NCAA Game Changes for Saturday https://t.co/J1D0XFtEo6,"['sport', 'basketball']"
2961,deniseparashac,Wife. Mom. Retired RN. Follows national politics closely. Health care. Foodie. Loves to cook. Avid reader.Lifelong Democrat. #MaskUp. #BidenHarris,Northeast Pa.,1272,1050,23297,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2962,Evolving_Eve,"Not here for fuckery. I BLOCK WEIRDOS. Staying positive🙏 voicing my opinion, speaking against injustices. U unfollow, I unfollow. NO DM'S!",🌎,809,682,2582,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2963,mms5048,I'm a bleeding heart liberal and peace-loving Quaker.  Equality should never be considered optional or conditional. Sarcasm is a necessity. #Resist 🌊🌊🌊,NC,7837,7822,488765,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2964,NewshubSport,Got a story tip or feedback? Email news@newshub.co.nz. #Newshub,New Zealand,310,8450,56357,0,"Join us at 3pm for live updates of the America's Cup World Series, as Team NZ takes on three challengers for the first time #photosport https://t.co/gffLf1GCld https://t.co/LZEJCFtlVl",['photosport']
2965,JonnyDIII,Pot Cakes Dynasty League Twitter Account; Instagram is @jonnydiiifootball sponsorship inquiries jonnydiiifootball@gmail.com,,15,28,86,0,"Good morning everyone, please join me in looking at the Pot Cakes Dynasty League Playoff Preview Part 2. We have 8 teams fighting their own Championship, a 1st or an extra 1st. Can you hear that? That's an upset alert. #fantasyfootball #sportsblog #sports https://t.co/IhkAstU6E3","['fantasyfootball', 'sportsblog', 'sports']"
2966,masud_newbie,F1 fan. Kinda like anime.❤️❤️@ManUtd❤️❤️. ⚠️ RT A LOT ⚠️. Addicted to @CSGO. Profile pic @DANGBAUNBAM,Earth,558,171,75786,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2967,hindia23,"以心伝心パンチライン(以心伝心パンチライン) #さきさまかわいい
ﾊﾞﾌｧﾛｰｽﾞと36ﾜｰｸｽとi☆Risとﾓﾀｽﾎﾟ(SGTトムス推し)と #vvaren",ナイス場でぃ✨,925,544,155925,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2968,sport_cole,"From the Age of Heros, Family & Strength","Mountain Brook, AL",187,81,1195,30,Off to a shaky start up here in AK. https://t.co/CD1LXv3lAA,[]
2969,audioheavenrev,"We are Audiphile Heaven! Reviews and info on audio stuff, DAPs, DACs, IEMs, Headphones, Cables, and more, on https://t.co/HYr26CbxaE","Bucureşti, România",332,406,1751,0,"If you're looking for a high-quality TWS Experience, the MW07GO, has been spoken about!! I made a full in-depth written review about them, and I invite you to check them out, good sports TWS IEM with a V-Shaped sig, made by @MasterDynamic 

https://t.co/nXzOhC882y https://t.co/4WqapRJSdM",[]
